tgl/bln/thn;suhu ;kelembapan (%);curah hujan(mm);tekanan(kPa);kecepatang angin(m/s)
29/10/2017;26.06;87.66;29.04;99.94;0.74
30/10/2017;25.98;89.11;7.32;99.87;0.43
31/10/2017;25.43;90.73;6.23;99.85;0.45
01/11/2017;26.16;88.68;12.75;99.77;0.85
02/11/2017;26.15;88.09;29.58;99.7;0.67
03/11/2017;26.7;86.9;13.41;99.62;0.29
04/11/2017;25.88;85.56;5.42;99.67;0.61
05/11/2017;26.56;85.0;9.54;99.65;0.55
06/11/2017;26.85;86.89;14.33;99.64;0.36
07/11/2017;26.2;90.11;23.33;99.72;0.93
08/11/2017;25.55;92.58;37.43;99.73;0.62
09/11/2017;25.88;90.7;6.6;99.7;0.6
10/11/2017;25.31;91.84;41.92;99.8;0.63
11/11/2017;26.16;88.04;10.83;99.78;0.55
12/11/2017;25.71;89.46;6.61;99.79;0.44
13/11/2017;26.92;84.12;5.02;99.68;0.35
14/11/2017;25.7;91.12;8.98;99.8;0.34
15/11/2017;26.72;86.54;3.51;99.78;0.54
16/11/2017;26.47;87.89;37.92;99.8;0.55
17/11/2017;26.58;87.56;35.98;99.74;0.4
18/11/2017;26.14;87.74;33.06;99.77;0.39
19/11/2017;26.17;87.3;14.75;99.78;0.65
20/11/2017;26.01;88.25;2.7;99.82;0.56
21/11/2017;26.68;86.66;3.34;99.75;0.66
22/11/2017;26.25;85.71;0.49;99.67;1.11
23/11/2017;26.08;90.7;15.74;99.64;0.55
24/11/2017;25.07;92.8;11.98;99.78;0.65
25/11/2017;26.09;90.08;13.72;99.81;1.33
26/11/2017;24.86;95.11;10.69;99.81;1.01
27/11/2017;25.14;92.92;8.61;99.7;1.1
28/11/2017;25.89;89.97;7.64;99.63;1.41
29/11/2017;25.79;88.97;6.57;99.7;1.6
30/11/2017;25.83;88.11;5.86;99.62;1.28
01/12/2017;26.21;87.31;3.24;99.64;0.96
02/12/2017;27.2;85.48;2.28;99.65;0.48
03/12/2017;26.47;87.05;2.06;99.7;0.86
04/12/2017;26.2;89.43;1.8;99.7;0.3
05/12/2017;26.3;89.6;4.34;99.72;0.87
06/12/2017;25.41;91.18;1.13;99.76;1.07
07/12/2017;25.96;89.97;0.36;99.85;0.87
08/12/2017;26.46;86.28;0.99;99.92;0.87
09/12/2017;25.7;90.9;9.69;99.99;1.05
10/12/2017;25.92;87.31;3.89;100.05;0.76
11/12/2017;25.55;91.85;12.15;100.03;0.73
12/12/2017;25.21;89.58;14.2;100.06;1.02
13/12/2017;25.82;86.15;3.01;100.02;0.71
14/12/2017;26.21;86.86;3.51;99.99;0.77
15/12/2017;25.78;89.9;9.62;99.97;0.75
16/12/2017;24.8;93.29;10.32;100.08;0.6
17/12/2017;25.0;90.23;4.04;100.12;1.13
18/12/2017;25.06;92.42;4.47;100.07;0.92
19/12/2017;25.4;90.76;0.71;99.97;1.32
20/12/2017;25.66;90.46;4.56;99.97;1.05
21/12/2017;25.64;90.51;2.79;99.92;1.4
22/12/2017;25.92;90.62;6.52;99.78;1.03
23/12/2017;26.55;86.38;17.76;99.64;0.82
24/12/2017;25.37;92.31;8.68;99.69;1.08
25/12/2017;25.5;91.73;14.82;99.66;1.14
26/12/2017;25.79;88.96;7.65;99.73;0.78
27/12/2017;26.43;84.81;1.3;99.81;0.5
28/12/2017;26.54;88.06;10.04;99.76;0.67
29/12/2017;25.87;93.99;21.01;99.78;1.12
30/12/2017;25.29;93.43;7.68;99.81;1.29
31/12/2017;25.28;92.95;8.8;99.74;0.86
01/01/2018;25.28;91.99;19.83;99.66;0.89
02/01/2018;25.76;89.13;1.91;99.65;0.32
03/01/2018;25.55;92.68;3.71;99.66;0.82
04/01/2018;26.03;88.18;1.02;99.73;0.58
05/01/2018;25.94;88.81;1.75;99.77;0.71
06/01/2018;26.66;81.55;0.0;99.75;0.49
07/01/2018;25.61;88.92;1.37;99.85;0.64
08/01/2018;25.35;90.62;4.33;99.9;0.39
09/01/2018;24.7;92.03;3.58;100.01;0.95
10/01/2018;23.28;90.31;2.97;100.13;1.5
11/01/2018;23.56;86.97;0.33;100.06;1.5
12/01/2018;23.4;87.05;0.01;100.02;1.77
13/01/2018;23.62;88.34;0.0;99.99;1.25
14/01/2018;23.88;87.28;0.0;100.0;1.02
15/01/2018;24.84;85.45;0.0;99.87;0.85
16/01/2018;25.41;85.05;0.18;99.81;0.53
17/01/2018;24.84;90.49;0.11;99.76;0.83
18/01/2018;25.79;87.45;0.18;99.75;0.42
19/01/2018;25.66;88.57;0.13;99.78;0.79
20/01/2018;26.3;85.12;12.67;99.72;0.59
21/01/2018;25.41;90.48;17.66;99.67;1.02
22/01/2018;25.75;87.03;0.75;99.64;1.22
23/01/2018;25.57;88.74;0.2;99.62;1.2
24/01/2018;26.03;86.65;1.56;99.57;1.3
25/01/2018;26.01;87.11;11.07;99.59;0.82
26/01/2018;26.38;83.37;3.88;99.61;0.76
27/01/2018;26.14;82.56;0.0;99.68;0.7
28/01/2018;25.81;85.28;11.98;99.74;0.53
29/01/2018;26.56;82.11;1.89;99.87;0.87
30/01/2018;25.81;84.57;3.96;99.88;0.33
31/01/2018;25.99;88.39;0.43;99.88;0.75
01/02/2018;25.97;89.56;5.3;99.92;1.01
02/02/2018;25.49;90.29;5.36;100.0;1.09
03/02/2018;25.33;91.09;6.7;99.98;1.46
04/02/2018;25.67;88.76;2.76;99.97;1.22
05/02/2018;25.26;88.9;9.11;100.12;1.3
06/02/2018;25.53;87.12;2.07;100.09;1.23
07/02/2018;25.6;87.23;1.23;99.97;0.84
08/02/2018;25.73;86.77;0.38;99.9;1.16
09/02/2018;24.98;87.79;0.52;99.94;1.0
10/02/2018;25.39;88.09;0.6;99.97;1.27
11/02/2018;25.38;89.73;6.42;100.02;1.06
12/02/2018;25.04;86.75;1.09;100.18;0.71
13/02/2018;25.8;85.07;0.08;100.24;0.89
14/02/2018;24.84;92.4;8.03;100.24;1.19
15/02/2018;25.69;88.4;10.09;100.25;0.93
16/02/2018;26.56;85.44;1.25;100.01;0.93
17/02/2018;26.03;90.6;18.06;99.91;0.72
18/02/2018;26.35;87.95;5.5;99.87;0.59
19/02/2018;25.63;92.3;11.87;99.82;0.75
20/02/2018;25.43;91.41;17.69;99.83;0.95
21/02/2018;25.46;91.78;27.97;99.7;0.51
22/02/2018;25.93;90.33;27.74;99.66;0.79
23/02/2018;25.49;92.3;18.8;99.79;0.91
24/02/2018;25.3;93.63;9.07;99.95;0.81
25/02/2018;25.64;90.73;2.62;99.88;0.95
26/02/2018;25.24;93.2;3.85;99.83;1.26
27/02/2018;25.07;91.46;5.91;99.83;0.92
28/02/2018;25.86;90.01;7.23;99.76;0.87
01/03/2018;26.25;90.35;11.61;99.75;0.78
02/03/2018;26.28;88.49;7.05;99.74;0.37
03/03/2018;26.74;88.04;4.65;99.68;0.7
04/03/2018;26.4;88.02;1.58;99.76;0.51
05/03/2018;26.0;91.26;7.04;99.77;0.79
06/03/2018;25.79;89.61;9.05;99.86;0.42
07/03/2018;25.66;89.45;3.21;99.82;0.59
08/03/2018;25.74;91.23;7.96;99.77;0.81
09/03/2018;25.48;92.59;5.08;99.75;1.18
10/03/2018;25.63;90.66;29.06;99.82;0.75
11/03/2018;25.5;91.86;15.45;99.93;1.01
12/03/2018;24.82;93.28;4.69;99.97;0.98
13/03/2018;24.95;91.49;2.31;99.96;1.21
14/03/2018;25.55;85.91;2.04;99.94;0.92
15/03/2018;26.32;85.3;1.16;99.92;0.94
16/03/2018;26.67;86.08;0.11;99.88;0.63
17/03/2018;25.86;92.31;5.6;99.89;0.39
18/03/2018;26.39;89.4;3.36;99.88;0.74
19/03/2018;25.82;92.31;13.43;99.89;0.53
20/03/2018;25.83;91.25;14.73;99.85;0.76
21/03/2018;25.58;88.52;6.04;99.79;0.39
22/03/2018;25.57;91.92;8.85;99.7;0.62
23/03/2018;25.91;89.36;6.63;99.75;0.41
24/03/2018;25.43;92.65;18.63;99.92;0.95
25/03/2018;25.79;88.44;12.01;100.07;0.67
26/03/2018;25.1;91.05;22.58;100.08;0.52
27/03/2018;25.15;88.39;4.2;100.02;0.44
28/03/2018;26.67;84.55;7.14;99.94;0.42
29/03/2018;26.08;86.94;14.04;99.92;0.53
30/03/2018;25.3;91.99;13.81;99.93;0.89
31/03/2018;26.36;81.7;2.05;99.88;0.57
01/04/2018;26.56;86.27;5.32;99.78;0.58
02/04/2018;26.02;90.64;5.73;99.82;1.15
03/04/2018;25.73;92.93;19.78;99.87;0.6
04/04/2018;26.15;89.74;2.03;99.77;0.86
05/04/2018;26.71;86.98;3.43;99.65;0.34
06/04/2018;26.53;88.59;0.71;99.71;0.75
07/04/2018;26.46;88.15;0.44;99.8;0.43
08/04/2018;25.66;91.21;9.86;99.82;0.65
09/04/2018;26.11;91.19;5.06;99.86;1.01
10/04/2018;26.45;88.81;0.33;99.81;0.4
11/04/2018;26.49;89.91;4.37;99.71;1.14
12/04/2018;26.56;89.05;1.75;99.74;0.76
13/04/2018;26.58;90.08;3.75;99.75;0.5
14/04/2018;27.08;87.32;4.55;99.68;0.51
15/04/2018;27.01;89.2;3.75;99.69;0.46
16/04/2018;26.67;89.82;16.92;99.83;0.44
17/04/2018;26.49;90.11;6.24;99.89;0.35
18/04/2018;26.19;92.29;13.62;99.86;0.72
19/04/2018;26.3;91.65;3.33;99.74;0.67
20/04/2018;26.28;91.67;10.31;99.75;0.69
21/04/2018;27.01;87.5;5.89;99.75;0.53
22/04/2018;26.68;90.04;2.19;99.72;0.45
23/04/2018;26.97;89.58;6.79;99.7;0.69
24/04/2018;26.52;87.78;11.44;99.79;0.78
25/04/2018;27.23;84.45;1.91;99.76;0.44
26/04/2018;26.18;93.17;14.64;99.76;0.84
27/04/2018;25.87;88.76;10.11;99.95;0.9
28/04/2018;26.47;86.09;0.6;99.97;0.43
29/04/2018;27.05;87.37;0.09;99.86;1.09
30/04/2018;26.51;91.9;1.13;99.81;0.9
01/05/2018;25.93;91.23;6.93;99.95;0.9
02/05/2018;25.78;90.86;2.61;99.99;0.63
03/05/2018;26.18;89.85;6.52;99.97;1.0
04/05/2018;26.38;88.96;2.0;99.97;0.59
05/05/2018;26.32;91.7;28.56;100.01;1.21
06/05/2018;26.6;90.75;8.18;99.99;0.98
07/05/2018;26.63;88.91;0.89;99.92;1.03
08/05/2018;26.62;89.29;0.1;99.87;1.02
09/05/2018;26.44;90.83;0.18;99.91;1.24
10/05/2018;26.61;88.39;1.09;99.93;1.17
11/05/2018;26.48;88.2;1.04;99.87;0.52
12/05/2018;26.04;91.39;9.72;99.84;1.05
13/05/2018;26.71;88.23;3.1;99.79;1.18
14/05/2018;26.91;88.42;6.38;99.78;0.79
15/05/2018;25.96;92.36;16.18;99.72;1.58
16/05/2018;26.38;89.4;9.53;99.7;1.2
17/05/2018;26.56;89.02;3.14;99.64;0.56
18/05/2018;26.34;90.94;4.25;99.61;0.56
19/05/2018;26.81;88.41;2.83;99.6;0.4
20/05/2018;26.67;88.22;4.18;99.68;0.69
21/05/2018;26.73;87.28;0.88;99.7;0.52
22/05/2018;26.37;91.87;9.0;99.7;0.96
23/05/2018;25.89;95.55;37.39;99.77;0.83
24/05/2018;26.22;90.32;1.36;99.74;1.0
25/05/2018;26.51;91.38;6.25;99.67;0.77
26/05/2018;26.51;90.54;10.11;99.76;0.64
27/05/2018;26.67;89.1;10.88;99.79;0.92
28/05/2018;25.59;93.83;4.73;99.88;1.1
29/05/2018;26.51;88.37;5.48;99.82;0.27
30/05/2018;25.22;93.97;12.99;99.9;0.84
31/05/2018;25.76;88.94;4.28;99.94;0.55
01/06/2018;26.44;87.3;24.99;99.91;0.83
02/06/2018;25.85;90.19;11.89;99.89;0.78
03/06/2018;26.8;86.88;3.04;99.76;0.45
04/06/2018;26.65;88.12;1.48;99.75;0.43
05/06/2018;26.7;89.14;0.12;99.86;0.89
06/06/2018;26.79;89.52;0.0;99.9;0.81
07/06/2018;27.02;88.48;0.19;99.83;1.17
08/06/2018;26.98;88.03;6.99;99.88;0.37
09/06/2018;26.39;87.74;1.29;99.9;0.43
10/06/2018;25.94;88.57;0.32;99.99;0.72
11/06/2018;26.14;91.21;0.0;100.0;1.15
12/06/2018;25.59;93.34;6.76;99.96;0.6
13/06/2018;25.36;93.76;2.06;99.94;0.74
14/06/2018;25.52;92.06;3.97;99.92;0.68
15/06/2018;25.61;91.02;2.72;99.97;0.66
16/06/2018;25.76;88.94;0.01;99.88;1.05
17/06/2018;25.55;91.57;0.0;99.83;0.98
18/06/2018;25.18;90.67;2.21;99.85;0.55
19/06/2018;24.97;93.29;1.91;99.93;1.37
20/06/2018;25.54;89.29;0.52;99.98;1.05
21/06/2018;25.66;91.28;0.58;99.99;0.81
22/06/2018;25.37;93.36;2.71;99.92;0.83
23/06/2018;25.19;93.42;36.26;99.88;1.24
24/06/2018;24.71;94.17;17.39;99.93;0.84
25/06/2018;24.27;93.44;1.75;100.01;1.4
26/06/2018;24.33;92.41;1.32;99.98;0.52
27/06/2018;24.28;93.04;2.73;99.96;0.89
28/06/2018;24.25;92.7;2.52;99.9;0.76
29/06/2018;23.95;93.13;2.38;99.91;0.84
30/06/2018;24.28;90.53;0.16;99.9;1.25
01/07/2018;24.4;92.6;2.68;99.97;0.56
02/07/2018;24.85;90.39;2.24;99.95;0.76
03/07/2018;24.84;91.17;1.79;99.95;0.92
04/07/2018;24.8;88.74;0.02;99.97;0.91
05/07/2018;24.94;89.12;0.06;99.92;0.89
06/07/2018;25.44;86.34;0.02;99.79;1.13
07/07/2018;24.91;88.5;0.0;99.76;1.47
08/07/2018;25.48;88.04;0.96;99.74;1.04
09/07/2018;24.43;94.93;21.12;99.82;0.69
10/07/2018;24.25;92.38;9.07;99.93;0.36
11/07/2018;25.25;89.57;0.84;99.88;0.75
12/07/2018;25.55;90.02;0.0;99.82;0.65
13/07/2018;25.49;89.45;0.0;99.76;1.08
14/07/2018;25.92;85.84;2.1;99.81;0.73
15/07/2018;25.63;85.5;0.71;99.83;0.99
16/07/2018;25.4;87.25;0.07;99.76;1.2
17/07/2018;26.01;87.18;0.0;99.7;0.97
18/07/2018;26.39;86.83;2.12;99.75;0.69
19/07/2018;25.64;89.7;5.78;99.82;1.47
20/07/2018;26.25;87.11;8.6;99.88;0.82
21/07/2018;26.06;85.66;2.36;99.94;0.47
22/07/2018;25.09;90.39;1.23;100.03;0.51
23/07/2018;25.57;90.38;0.27;99.87;1.17
24/07/2018;25.91;89.73;2.35;99.86;0.92
25/07/2018;25.78;88.96;4.94;99.95;0.88
26/07/2018;26.08;88.39;5.08;99.9;0.48
27/07/2018;26.19;88.07;1.71;99.88;1.46
28/07/2018;25.95;86.67;1.32;99.85;0.88
29/07/2018;25.7;87.86;1.17;99.84;1.1
30/07/2018;25.63;89.83;0.98;99.89;1.28
31/07/2018;25.76;91.11;0.85;99.92;1.15
01/08/2018;24.87;94.0;14.04;100.11;0.91
02/08/2018;24.55;91.15;1.89;100.15;0.61
03/08/2018;24.68;90.82;1.03;99.97;1.22
04/08/2018;25.52;88.82;5.66;99.91;1.37
05/08/2018;25.44;89.06;3.98;99.96;0.95
06/08/2018;25.76;86.67;5.65;99.86;1.3
07/08/2018;25.77;84.69;3.0;99.82;0.46
08/08/2018;25.1;89.16;0.86;99.85;0.89
09/08/2018;25.1;90.11;0.15;99.99;0.7
10/08/2018;25.94;85.62;0.0;100.01;0.76
11/08/2018;26.51;83.34;0.09;99.92;0.91
12/08/2018;26.44;83.31;0.96;99.87;0.51
13/08/2018;26.08;87.04;0.02;99.92;0.74
14/08/2018;25.77;90.1;0.06;99.87;1.08
15/08/2018;26.03;87.82;0.06;99.82;1.56
16/08/2018;26.45;86.74;0.24;99.71;1.08
17/08/2018;25.58;88.75;1.68;99.75;1.18
18/08/2018;26.62;84.08;0.21;99.71;0.83
19/08/2018;25.79;88.5;0.05;99.79;1.47
20/08/2018;25.68;87.24;0.42;99.88;1.24
21/08/2018;25.48;89.89;6.06;99.82;0.62
22/08/2018;25.04;92.89;3.39;99.85;1.79
23/08/2018;25.49;86.25;2.03;100.0;0.79
24/08/2018;25.23;89.88;15.6;99.95;0.95
25/08/2018;25.59;87.24;7.87;99.88;0.33
26/08/2018;25.68;87.07;2.53;99.82;0.5
27/08/2018;25.47;91.36;5.51;99.91;0.92
28/08/2018;24.76;93.64;5.24;100.03;0.63
29/08/2018;25.44;87.32;6.19;100.0;0.79
30/08/2018;25.69;87.86;1.81;99.91;0.93
31/08/2018;25.65;87.76;10.29;99.98;0.65
01/09/2018;25.12;90.46;2.25;100.08;0.58
02/09/2018;25.45;87.25;1.23;100.02;0.51
03/09/2018;25.71;84.03;4.7;100.01;0.8
04/09/2018;25.91;80.55;1.56;100.03;0.88
05/09/2018;25.2;88.65;3.15;99.98;0.56
06/09/2018;25.7;85.55;0.73;99.88;0.66
07/09/2018;25.19;90.18;14.53;99.88;1.14
08/09/2018;24.9;91.07;18.69;99.91;1.25
09/09/2018;25.52;87.59;7.25;99.99;0.82
10/09/2018;25.21;86.74;1.27;100.16;0.87
11/09/2018;24.55;89.67;10.85;100.18;1.03
12/09/2018;25.45;87.53;0.77;99.99;1.3
13/09/2018;26.08;78.9;0.51;99.89;0.79
14/09/2018;25.43;86.12;0.71;99.85;1.43
15/09/2018;25.06;85.85;0.19;99.86;1.53
16/09/2018;24.82;85.76;0.09;99.78;1.54
17/09/2018;25.28;84.19;0.17;99.82;1.49
18/09/2018;25.02;88.22;8.97;99.92;1.02
19/09/2018;25.29;89.52;10.13;99.93;1.07
20/09/2018;25.42;89.84;10.41;99.87;0.27
21/09/2018;25.45;90.17;6.37;99.98;0.87
22/09/2018;25.7;87.79;3.74;100.06;0.6
23/09/2018;26.22;85.37;1.03;100.0;0.71
24/09/2018;26.01;85.39;1.1;99.96;0.91
25/09/2018;26.09;84.83;4.53;99.89;1.05
26/09/2018;26.19;86.54;2.07;99.86;0.99
27/09/2018;26.43;85.65;0.45;99.82;1.12
28/09/2018;26.55;84.34;0.22;99.79;1.06
29/09/2018;26.34;84.79;0.01;99.77;1.42
30/09/2018;26.22;85.17;0.0;99.73;1.16
01/10/2018;26.5;86.84;5.48;99.78;1.58
02/10/2018;26.46;86.23;3.89;99.84;0.9
03/10/2018;26.46;86.07;1.37;99.87;1.17
04/10/2018;26.55;84.84;2.56;99.84;1.01
05/10/2018;26.28;85.46;0.04;99.86;0.7
06/10/2018;26.66;85.95;0.84;99.89;0.97
07/10/2018;26.1;88.24;8.65;99.9;1.04
08/10/2018;25.9;88.69;11.46;99.86;1.09
09/10/2018;26.06;86.58;15.03;99.87;0.72
10/10/2018;25.8;85.49;5.48;99.85;0.56
11/10/2018;26.05;90.22;26.63;99.87;0.65
12/10/2018;25.41;90.84;27.22;100.08;0.74
13/10/2018;24.97;91.3;20.73;100.11;0.57
14/10/2018;25.21;87.76;1.16;100.14;0.78
15/10/2018;25.98;85.28;2.4;100.07;0.84
16/10/2018;25.91;87.88;16.61;100.0;0.82
17/10/2018;26.73;82.38;6.33;99.97;0.61
18/10/2018;25.69;88.09;3.48;100.01;0.66
19/10/2018;26.85;81.13;2.83;100.01;0.62
20/10/2018;26.25;86.11;9.97;100.03;0.27
21/10/2018;26.14;86.7;3.2;100.05;0.61
22/10/2018;26.43;85.42;1.4;100.02;0.82
23/10/2018;26.32;87.15;3.65;100.01;0.67
24/10/2018;26.29;86.85;20.39;100.02;0.69
25/10/2018;25.61;84.53;18.44;100.08;0.88
26/10/2018;26.51;86.38;3.62;100.04;0.57
27/10/2018;26.33;87.96;5.95;100.02;0.47
28/10/2018;27.06;83.48;4.06;99.91;0.52
29/10/2018;25.99;90.97;4.97;99.81;1.09
30/10/2018;26.6;88.97;20.42;99.75;0.68
31/10/2018;25.92;90.38;40.79;99.81;0.75
01/11/2018;26.1;88.35;15.06;99.75;0.65
02/11/2018;25.52;91.01;42.87;99.89;0.5
03/11/2018;26.46;87.0;4.96;99.9;0.73
04/11/2018;26.52;88.04;3.89;99.85;0.78
05/11/2018;27.04;84.27;12.79;99.79;0.53
06/11/2018;26.81;89.1;12.53;99.73;0.58
07/11/2018;25.76;88.64;9.7;99.82;0.29
08/11/2018;26.19;88.73;2.45;99.72;0.54
09/11/2018;25.4;92.04;5.64;99.79;0.51
10/11/2018;26.45;86.64;14.85;99.81;0.55
11/11/2018;26.16;89.33;19.06;99.9;0.68
12/11/2018;25.64;92.75;13.74;99.86;0.59
13/11/2018;25.93;90.24;6.19;99.75;1.02
14/11/2018;26.27;86.73;19.64;99.75;0.78
15/11/2018;26.14;89.23;16.76;99.88;0.67
16/11/2018;26.73;85.31;7.66;99.92;0.48
17/11/2018;26.46;86.34;4.19;99.91;0.58
18/11/2018;25.18;91.81;32.79;100.05;0.61
19/11/2018;25.65;88.01;21.84;100.09;0.64
20/11/2018;24.89;93.49;9.0;100.05;0.34
21/11/2018;25.59;90.98;3.65;100.01;0.84
22/11/2018;25.5;88.86;6.81;100.09;0.58
23/11/2018;26.23;82.86;8.32;100.1;0.57
24/11/2018;26.14;84.47;6.03;100.04;0.46
25/11/2018;26.78;85.61;7.35;100.01;0.52
26/11/2018;26.78;84.86;16.57;99.96;0.69
27/11/2018;25.35;93.0;28.04;100.02;0.81
28/11/2018;26.26;89.33;30.07;99.98;0.58
29/11/2018;26.44;91.09;11.25;99.99;0.58
30/11/2018;26.5;89.4;10.2;100.04;0.7
01/12/2018;25.71;92.04;40.78;99.9;0.63
02/12/2018;25.37;92.46;25.38;99.83;1.33
03/12/2018;26.01;89.14;9.67;99.82;0.3
04/12/2018;26.36;88.55;8.31;99.76;0.34
05/12/2018;25.17;94.4;5.19;99.78;0.42
06/12/2018;26.19;89.48;8.82;99.67;0.63
07/12/2018;26.14;90.9;5.94;99.75;0.66
08/12/2018;26.01;90.45;12.66;99.84;0.63
09/12/2018;26.8;87.1;4.71;99.78;0.32
10/12/2018;26.35;91.15;26.94;99.8;0.71
11/12/2018;26.68;88.06;3.07;99.85;0.72
12/12/2018;25.69;93.27;15.2;99.93;0.91
13/12/2018;25.59;92.56;5.72;99.99;0.91
14/12/2018;24.92;92.55;11.8;100.05;1.43
15/12/2018;26.46;84.46;1.76;99.97;0.77
16/12/2018;25.95;89.47;11.17;99.99;0.62
17/12/2018;26.4;87.94;15.73;100.02;0.49
18/12/2018;25.7;89.4;6.65;100.05;0.65
19/12/2018;25.26;88.97;14.2;100.09;0.43
20/12/2018;25.64;88.96;1.15;100.0;0.63
21/12/2018;25.41;92.9;1.63;99.97;0.71
22/12/2018;26.12;88.55;2.66;99.92;0.63
23/12/2018;25.74;89.11;4.47;99.96;0.91
24/12/2018;26.04;84.48;5.42;99.87;0.51
25/12/2018;26.19;84.07;1.23;99.87;0.64
26/12/2018;26.0;83.83;0.64;99.87;0.41
27/12/2018;26.29;84.21;0.67;99.85;0.5
28/12/2018;26.5;84.03;0.58;99.84;0.7
29/12/2018;26.26;83.78;0.12;99.97;0.42
30/12/2018;25.97;84.96;1.95;100.03;0.7
31/12/2018;25.86;90.34;7.08;100.08;0.88
01/01/2019;25.84;89.86;8.7;100.08;0.86
02/01/2019;25.39;90.76;16.86;100.1;0.94
03/01/2019;25.95;85.22;6.41;100.04;0.95
04/01/2019;27.37;84.88;1.69;100.02;0.36
05/01/2019;27.4;85.53;0.86;99.97;0.67
06/01/2019;25.97;93.17;3.73;99.98;0.71
07/01/2019;26.61;90.23;3.56;99.96;1.07
08/01/2019;26.09;91.25;75.03;100.02;0.7
09/01/2019;26.18;90.49;21.22;99.97;0.74
10/01/2019;25.75;91.91;15.14;99.97;0.97
11/01/2019;26.29;88.56;2.6;99.91;0.95
12/01/2019;25.99;88.57;2.04;99.91;0.97
13/01/2019;25.9;89.58;5.43;99.9;0.77
14/01/2019;25.33;92.62;18.36;99.83;0.94
15/01/2019;25.76;91.21;7.69;99.84;1.02
16/01/2019;25.71;91.46;1.3;99.87;1.2
17/01/2019;26.38;86.97;0.64;99.77;0.94
18/01/2019;26.0;90.92;0.48;99.78;1.23
19/01/2019;26.4;86.87;0.25;99.79;1.28
20/01/2019;26.56;87.62;2.85;99.85;1.29
21/01/2019;25.24;94.45;15.89;99.98;0.97
22/01/2019;25.21;89.95;4.95;100.05;1.31
23/01/2019;25.9;88.85;2.46;100.01;1.29
24/01/2019;26.01;88.91;1.17;99.99;1.21
25/01/2019;26.03;87.39;0.6;100.09;0.62
26/01/2019;26.42;86.25;0.0;100.0;0.95
27/01/2019;26.34;86.65;36.96;100.04;1.07
28/01/2019;25.27;93.01;17.67;100.04;1.37
29/01/2019;25.72;91.82;7.98;100.01;0.92
30/01/2019;25.88;91.92;11.01;100.04;1.15
31/01/2019;25.99;87.81;0.26;100.08;0.8
01/02/2019;26.3;88.35;3.24;100.02;0.83
02/02/2019;26.08;88.86;3.41;99.96;0.44
03/02/2019;26.28;89.96;5.26;100.04;1.02
04/02/2019;25.48;91.67;6.36;100.15;0.94
05/02/2019;25.49;92.29;6.16;100.11;1.12
06/02/2019;26.38;88.42;2.77;99.92;0.88
07/02/2019;26.41;87.18;2.37;99.99;0.66
08/02/2019;25.32;92.64;11.47;100.07;0.79
09/02/2019;26.07;87.68;2.99;100.03;0.74
10/02/2019;26.29;89.22;27.12;100.14;0.51
11/02/2019;25.97;89.76;8.55;100.14;0.97
12/02/2019;25.19;85.65;3.33;100.27;0.81
13/02/2019;26.5;84.15;0.04;100.19;0.99
14/02/2019;26.0;91.73;19.51;100.07;0.77
15/02/2019;25.88;90.4;15.71;100.1;1.37
16/02/2019;25.23;94.23;19.4;100.12;0.71
17/02/2019;25.77;88.96;16.9;100.11;0.78
18/02/2019;26.45;87.64;2.57;100.03;0.6
19/02/2019;26.36;89.97;6.91;100.04;0.49
20/02/2019;26.45;86.85;11.94;100.15;0.22
21/02/2019;26.34;87.9;2.06;100.1;1.13
22/02/2019;26.62;86.6;4.29;100.04;0.71
23/02/2019;26.55;87.74;6.17;99.87;0.51
24/02/2019;25.88;90.29;4.93;99.86;0.78
25/02/2019;26.21;88.74;0.07;99.88;0.73
26/02/2019;26.52;90.05;10.2;99.75;0.8
27/02/2019;26.77;90.2;42.6;99.69;1.08
28/02/2019;26.88;88.67;14.2;99.7;0.64
01/03/2019;26.45;89.82;9.09;99.81;1.02
02/03/2019;26.51;88.46;1.13;99.8;0.92
03/03/2019;26.58;89.85;2.18;99.73;0.4
04/03/2019;26.35;91.62;6.16;99.74;0.92
05/03/2019;26.76;87.71;2.11;99.85;0.92
06/03/2019;26.18;88.99;4.73;99.99;0.71
07/03/2019;26.66;87.04;0.72;99.97;0.92
08/03/2019;27.05;86.26;3.56;99.94;0.63
09/03/2019;26.41;89.5;1.35;100.0;0.4
10/03/2019;26.62;86.27;6.29;100.05;0.9
11/03/2019;25.95;87.65;1.67;100.07;0.62
12/03/2019;26.14;87.44;1.19;100.08;0.99
13/03/2019;26.43;88.04;18.92;100.06;0.83
14/03/2019;26.59;87.99;4.63;100.1;0.91
15/03/2019;26.75;84.78;0.53;100.08;0.56
16/03/2019;26.44;86.04;0.3;100.07;0.74
17/03/2019;26.86;85.08;0.02;100.06;0.72
18/03/2019;26.63;84.12;0.02;100.01;0.44
19/03/2019;27.21;80.68;0.03;99.93;0.43
20/03/2019;27.22;84.21;0.68;99.87;0.92
21/03/2019;25.65;93.92;19.52;99.91;1.4
22/03/2019;25.96;88.96;6.04;99.94;1.06
23/03/2019;26.82;87.61;5.87;99.9;0.68
24/03/2019;27.31;86.15;2.74;99.86;0.59
25/03/2019;27.01;85.69;7.76;99.86;0.75
26/03/2019;26.53;91.92;10.71;99.95;1.12
27/03/2019;26.47;89.91;19.47;100.09;0.36
28/03/2019;26.66;86.69;5.13;100.08;0.39
